pl_name,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,sy_dist
"Kepler-502 b",1,1,0,12.95562,75.85536,4.28686623,4.140,1591.0400000
"Kepler-417 c",1,2,0,10.68732,75.76884,15.94248453,2.620,973.9890000
"Kepler-1111 b",1,1,0,11.04670,79.05989,8.79618433,,841.5360000
"Kepler-1112 b",1,1,0,11.05005,81.29698,14.36270451,,1671.2800000
"Kepler-314 b",1,2,0,9.80545,75.42939,2.46109800,0.840,268.8810000
"Kepler-491 b",1,1,0,14.96283,73.21539,4.22538460,10.000,630.7850000
"Kepler-957 b",1,1,0,15.59047,80.24006,5.90739300,5.900,824.6880000
"Kepler-323 b",1,2,0,10.24008,70.69550,1.67833800,1.810,454.8830000
"Kepler-745 b",1,1,0,9.67745,69.76878,9.93143556,1.920,1780.3800000
"Kepler-769 b",1,2,0,9.41260,71.38452,7.42608998,2.350,1169.5700000
"Kepler-636 b",2,1,0,10.06814,74.16649,16.08066115,2.800,310.3010000
"Kepler-202 b",1,2,0,17.44261,71.00646,4.06942840,1.910,285.1110000
"Kepler-159 c",1,2,0,7.65134,75.22984,43.58594190,,373.7440000
"Kepler-637 b",1,1,0,11.00115,74.05044,23.20579353,,786.0910000
"HD 125390 b",1,1,0,68.40106,71.64737,1756.20000000,,153.6470000
"Kepler-496 b",1,1,0,11.44523,73.62573,8.30848500,2.330,605.2740000
"Kepler-1095 b",1,1,0,10.41212,74.29503,4.27102400,1.290,792.5220000
"Kepler-91 b",1,1,0,16.62216,74.48612,6.24658000,14.900,1294.6900000
"Kepler-1144 b",1,1,0,15.03123,78.72691,17.14624000,1.820,1140.5700000
"Kepler-439 b",1,1,0,19.87226,73.11777,178.13880000,,757.0480000
"Kepler-361 b",1,2,0,10.66734,80.33800,8.48661600,1.450,930.3200000
"Kepler-258 c",1,2,0,12.25592,79.30454,33.65307900,3.610,575.9880000
"Kepler-964 b",1,1,0,8.67400,74.29744,13.52252364,,454.6260000
"Kepler-541 b",1,1,0,8.46212,72.00340,5.08005790,,1060.6800000
"Kepler-1542 b",1,4,0,16.03365,73.09059,3.95116635,,399.1140000
"Kepler-296 c",2,5,0,18.01445,79.90117,5.84164124,1.520,
"Kepler-315 c",1,2,0,8.27018,77.77232,265.46762100,3.640,1160.6300000
"Kepler-285 c",1,2,0,14.53536,79.87396,6.18669653,,824.3100000
"Kepler-1208 b",1,1,0,12.73691,76.75288,11.08507658,2.500,825.1760000
"Kepler-935 b",1,1,0,11.69055,79.64512,4.88083882,,471.7820000
"Kepler-12 b",1,1,0,18.40736,80.42341,4.43796303,18.220,881.3860000
"Kepler-152 b",1,2,0,15.00096,72.79154,18.20800900,3.000,441.0900000
"Kepler-155 b",1,2,0,17.44949,81.98736,5.93119728,,293.4990000
"DS Tuc A b",2,1,0,-46.63356,312.10146,8.13826800,5.700,44.0622000
"Kepler-1143 b",1,2,0,13.61425,70.37703,2.88890033,,555.1890000
"Kepler-601 b",1,1,0,18.42086,71.57819,5.37886800,,414.8250000
"Kepler-640 b",1,1,0,8.94470,75.96328,22.24818000,2.570,557.7870000
"Kepler-551 b",1,1,0,18.17379,78.28132,12.37646897,,311.1750000
"Kepler-153 b",1,2,0,20.14233,77.76651,18.87021566,2.610,459.3680000
"Kepler-223 c",1,4,0,10.02398,81.32513,9.84792852,,1859.7100000
"Kepler-166 b",1,3,0,13.81924,81.14899,,2.416,603.5300000
"Kepler-247 c",1,3,0,14.22116,74.32823,9.43946119,,663.7110000
"Kepler-161 b",1,2,0,12.99462,74.95576,4.92136390,2.140,434.6320000
"Kepler-668 b",1,1,0,18.59261,79.49209,8.35390639,2.540,784.6180000
"Kepler-371 c",1,2,0,9.81839,71.51474,67.96870260,1.540,813.1920000
"Kepler-137 c",1,2,0,18.62824,72.46721,18.73575300,1.880,302.9790000
"Kepler-594 b",1,1,0,16.70050,80.81553,13.64618192,2.180,769.2000000
"Kepler-114 d",1,3,0,13.01505,80.94435,,2.760,259.5330000
"Kepler-83 b",2,3,0,18.77652,73.11400,9.77045194,2.370,400.4090000
"Kepler-244 b",1,3,0,14.86746,73.20300,4.31178046,,1036.4900000
"Kepler-130 c",2,3,0,13.20337,71.64555,27.50862867,,316.6630000
"Kepler-660 b",1,1,0,16.39814,78.64558,9.27358173,2.470,568.4310000
"Kepler-661 b",1,1,0,19.22395,77.66083,6.02930132,3.140,534.7880000
"Kepler-212 c",1,2,0,14.94551,74.11519,31.80474045,2.060,687.1940000
"Kepler-247 b",1,3,0,14.22116,74.32823,3.33612311,1.740,663.7110000
"Kepler-605 b",1,2,0,15.21800,74.14976,3.38354024,1.650,556.5800000
"Kepler-926 b",1,1,0,12.54618,72.47195,52.06886010,1.820,921.3610000
"Kepler-932 b",1,1,0,8.90386,77.30447,,1.718,465.6120000
"Kepler-214 b",1,2,0,17.53880,75.05181,,3.187,1208.4400000
"Kepler-219 c",1,3,0,15.64895,77.88787,22.71443351,4.010,787.0700000
"Kepler-974 b",1,1,0,15.59932,70.54028,4.19449651,1.440,134.3110000
"Kepler-967 c",1,2,0,13.78488,69.30269,198.71076749,,568.5460000
"Kepler-1151 b",1,1,0,13.93621,79.94816,,2.399,682.4360000
"Kepler-1112 b",1,1,0,11.05005,81.29698,14.36281802,,1671.2800000
"Kepler-824 b",1,1,0,11.57965,71.84571,4.51436096,,1201.4000000
"Kepler-1212 b",1,1,0,12.19643,83.31751,,2.086,1316.5700000
"Kepler-1213 b",1,1,0,16.82071,82.09998,5.34979100,,807.8120000
"Kepler-846 b",1,1,0,17.55834,79.64610,19.80787763,,1127.1200000
"Kepler-817 b",1,1,0,7.47643,73.35435,3.99010825,,1484.4600000
"Kepler-170 c",1,2,0,16.47671,71.75047,16.66591162,2.730,738.6570000
"Kepler-1327 b",1,1,0,16.88243,81.52687,14.88801098,1.900,678.0690000
"Kepler-208 c",1,4,0,10.52882,75.56386,,1.384,775.3280000
"Kepler-1329 b",1,1,0,20.66047,77.59939,9.33655775,,588.0370000
"Kepler-380 c",1,2,0,20.34266,78.25942,7.63002939,,813.7130000
"Kepler-380 c",1,2,0,20.34266,78.25942,7.63006848,1.250,813.7130000
"Kepler-384 c",1,2,0,16.63717,75.22928,45.34863810,1.610,895.6780000
"Kepler-387 c",1,2,0,15.81604,76.56610,11.83772610,0.980,801.0520000
"Kepler-294 b",1,2,0,16.23218,76.83914,3.70120482,1.790,1357.0100000
"Kepler-1029 b",1,1,0,11.25011,74.07265,4.41769252,,366.6560000
"Kepler-1219 b",1,1,0,10.72541,81.04443,,3.030,880.8950000
"Kepler-1333 b",1,1,0,10.11879,74.15853,109.64718420,2.810,932.4460000
"Kepler-836 b",1,1,0,16.05709,76.51480,11.36112327,2.730,980.0350000
"Kepler-164 d",1,3,0,16.58456,78.45857,28.98679128,,890.7580000
"Kepler-248 b",1,2,0,11.54633,76.24058,6.30820589,,738.7920000
"Kepler-83 d",2,3,0,18.77652,73.11400,5.16980995,1.810,400.4090000
"Kepler-186 d",1,5,0,8.17058,78.51990,13.34300000,1.680,177.5940000
"Kepler-1335 b",1,1,0,16.42227,72.26875,6.26406846,1.610,621.8530000
"Kepler-1671 b",1,1,0,10.57479,72.02506,4.16788529,,357.0590000
"Kepler-249 b",1,3,0,9.07073,77.65836,3.30654812,,190.4010000
"Kepler-292 b",1,5,0,9.25750,76.12806,,1.342,1056.4800000
"Kepler-245 e",1,4,0,11.97179,74.72154,3.21982106,1.920,861.5270000
"Kepler-65 b",1,4,0,13.41465,72.56961,2.15490904,1.500,303.7280000
"Kepler-23 d",1,3,0,13.45799,82.01371,15.27448000,2.810,835.7560000
"Kepler-974 b",1,1,0,15.59932,70.54028,,1.635,134.3110000
"Kepler-839 b",1,1,0,13.54734,77.13885,37.81266000,2.510,944.5610000
"Kepler-943 b",1,1,0,16.61311,71.58697,49.77009070,5.120,2300.5300000
"Kepler-156 b",1,2,0,10.84034,69.96483,4.97345600,2.300,443.4830000
"Kepler-156 b",1,2,0,10.84034,69.96483,,2.491,443.4830000
"Kepler-146 c",1,2,0,8.60743,72.21386,76.73246607,,716.7970000
"Kepler-432 b",2,2,0,13.48812,80.63315,52.50128000,9.600,848.0230000
"Kepler-400 b",1,2,0,11.58428,72.69190,9.02439100,1.760,845.9700000
"Kepler-1324 b",1,1,0,11.34565,72.61896,4.11585514,,481.6670000
"Kepler-374 b",1,3,0,10.29406,75.50719,1.89781295,,1265.6100000
"Kepler-42 c",1,3,0,12.54674,76.91718,0.45328509,0.730,40.0595000
"Kepler-1146 b",1,1,0,17.17443,77.97968,2.35223700,1.130,703.0380000
"Kepler-373 b",1,2,0,16.74464,81.74030,5.53536498,,1090.4500000
"Kepler-1347 b",1,1,0,5.94739,76.20242,14.00948631,,
"Kepler-1349 b",1,1,0,17.88953,79.17135,2.12823928,0.690,276.3230000
"Kepler-376 c",1,2,0,10.20893,71.03282,,2.642,923.0670000
"Kepler-1174 b",1,1,0,18.58354,71.65258,6.89223458,,1408.7500000
"Kepler-783 b",1,2,0,14.49447,79.23370,4.29264558,,516.0900000
"Kepler-383 b",1,2,0,10.37328,70.89567,12.90467523,1.490,
"Kepler-1175 b",1,1,0,15.41495,78.04933,37.94584397,,1121.8900000
"Kepler-1175 b",1,1,0,15.41495,78.04933,37.94563000,3.010,1121.8900000
"Kepler-283 c",1,2,0,13.09313,80.32004,92.74935577,,468.0940000
"Kepler-1080 b",1,1,0,12.01970,82.42453,77.25507260,3.700,1382.8200000
"Kepler-1343 b",1,1,0,13.96267,83.18755,3.35183158,1.930,1756.7100000
"Kepler-385 c",1,3,0,13.76677,82.84035,,3.154,1432.6100000
"Kepler-1077 b",1,1,0,12.30128,74.36726,,2.797,1101.4200000
"Kepler-1247 b",1,1,0,11.98841,79.48787,13.71218522,2.470,1045.9200000
"Kepler-155 c",1,2,0,17.44949,81.98736,52.66158360,1.760,293.4990000
"Kepler-1360 b",1,1,0,7.98461,80.58703,40.52898850,,1516.2700000
"Kepler-1361 b",1,1,0,18.99430,76.67000,3.57555025,,389.1430000
"Kepler-1362 b",1,1,0,13.40440,72.26499,136.20511200,2.350,731.2980000
"Kepler-1363 b",1,1,0,11.74736,82.65749,2.94194296,,541.7140000
"Kepler-494 b",1,1,0,7.94859,75.98232,8.02511979,,750.1770000
"Kepler-1221 b",1,1,0,17.11485,76.07529,12.00100299,,913.6500000
"Kepler-529 c",1,2,0,17.85951,78.21119,12.83447710,,799.0080000
"GJ 143 b",1,2,0,-45.82079,279.23027,35.58900000,,16.3200000
"Kepler-399 c",1,3,0,5.96067,75.99132,26.67576670,,740.5370000
"WD 0806-661 b",1,1,0,-17.57098,279.42436,,,19.2444000
"GJ 1214 b",1,1,0,23.60704,26.16217,1.58040482,2.270,14.6427000
"Kepler-723 b",1,1,0,17.38113,74.78088,4.08227618,,1071.8000000
"WASP-18 b",2,2,0,-69.32147,279.70959,,,123.4830000
"HAT-P-4 b",2,1,0,57.33630,58.47975,,,320.4510000
"HAT-P-14 b",2,1,0,33.53751,62.58916,,,222.6630000
"HAT-P-16 b",3,1,0,-20.34266,120.34675,,,226.6370000
"HD 189733 b",2,1,0,-3.92282,60.96214,2.21857567,,19.7638000
"Kepler-255 c",1,3,0,10.75408,79.40697,9.94603588,,1052.5300000
"Kepler-425 b",1,1,0,12.02393,72.57481,3.79701812,,646.6470000
"Kepler-305 b",1,4,0,5.97338,75.59975,5.48711441,3.240,868.4770000
"Kepler-307 b",1,2,0,6.95002,75.10988,10.41573989,,575.5810000
"K2-3 b",1,3,0,55.25008,264.98752,10.05449000,2.180,44.0727000
"Kepler-177 b",1,2,0,16.72431,75.49689,36.86010000,3.500,1435.4400000
"TOI-220 b",1,1,0,-28.86577,271.18492,10.69526400,3.030,90.7402000
"Kepler-49 d",1,4,0,10.71393,73.25730,2.57656969,1.540,311.2220000
"Kepler-186 d",1,5,0,8.17058,78.51990,13.34331036,1.410,177.5940000
"Kepler-79 c",1,4,0,7.23801,79.57854,27.40232089,2.960,1020.7200000
"Kepler-55 b",1,5,0,16.92531,74.25808,27.95369000,1.560,578.7960000
"WASP-95 b",1,1,0,-55.51383,346.13354,2.18467000,13.787,137.5440000
"Kepler-218 b",1,3,0,11.28870,79.45283,3.61931220,1.670,656.3800000
"Kepler-235 e",1,4,0,14.47665,69.97316,46.18420390,,428.0180000
"Kepler-53 c",1,3,0,11.95055,72.60483,38.55801645,,1366.0700000
"WASP-17 b",1,1,0,18.66769,345.95969,3.73543000,20.961,405.9080000
"Kepler-947 b",1,1,0,10.08954,75.48070,26.96450100,2.200,1730.7800000
"Kepler-1021 b",1,1,0,9.68610,76.04997,13.47472742,,810.0820000
"Kepler-1550 b",1,1,0,12.87652,69.59786,225.58280900,2.650,1179.0100000
"Kepler-990 c",1,2,0,10.05477,80.84382,0.53835431,1.310,802.1630000
"K2-277 b",1,1,0,46.02638,315.66347,6.32976960,,113.1230000
"K2-229 c",1,2,0,55.65723,292.35223,8.32727000,2.030,102.5640000
"Kepler-259 c",1,2,0,15.92400,77.59990,,3.120,1002.1400000
"Kepler-29 c",1,2,0,10.11030,81.52267,13.28992000,3.500,832.5320000
"Kepler-179 b",1,2,0,10.05858,81.86816,2.73589728,,605.6800000
"Kepler-1486 b",1,1,0,13.93908,77.17571,54.64936790,,1769.1400000
"Kepler-782 b",1,1,0,15.95896,78.87676,158.68500220,3.080,446.8440000
"Kepler-751 b",1,1,0,10.62831,77.28825,17.44424015,,760.4300000
"Kepler-117 c",1,2,0,16.11474,79.12533,,12.209,1455.5700000
"Kepler-899 b",1,1,0,7.28696,75.22066,19.17891293,2.570,1246.4300000
"Kepler-229 d",1,3,0,17.34816,78.97779,41.19491200,3.850,826.2650000
"Kepler-92 b",1,3,0,13.31439,73.08205,,3.868,477.9920000
"Kepler-134 b",1,2,0,19.16689,79.63268,5.31743542,1.750,334.7970000
"55 Cnc e",2,5,0,37.69663,196.79526,,,12.5855000
"Kepler-621 b",1,1,0,11.34838,72.16683,2.62811732,,
"Kepler-580 b",1,1,0,16.79215,70.40875,8.22241355,,323.8990000
"WASP-69 b",1,1,0,-30.82613,43.85785,3.86813820,9.113,49.9605000
"Kepler-289 c",1,3,0,8.38649,77.14669,125.86540191,,704.4380000
"Kepler-296 b",2,5,0,18.01445,79.90117,10.86431000,1.530,
"Kepler-301 b",1,3,0,19.50898,79.09376,2.50856212,,719.1660000
"Kepler-622 b",1,1,0,16.24557,71.06491,14.28226676,1.640,284.7610000
"Kepler-450 c",1,3,0,13.41670,83.79725,15.41308581,2.490,455.9820000
"Kepler-388 c",1,2,0,17.36479,74.73194,13.29706969,0.960,
"Kepler-1623 b",1,1,0,9.02309,72.95966,4.36125889,,837.4810000
"Kepler-1254 d",1,3,0,18.61756,78.91187,5.72716067,1.400,622.8180000
"Kepler-817 b",1,1,0,7.47643,73.35435,3.99010990,6.400,1484.4600000
"K2-190 b",1,2,0,47.92235,321.26759,10.09885800,1.357,160.6790000
"Kepler-1260 b",1,1,0,9.43327,76.18255,19.11877530,1.450,1734.4300000
"Kepler-1538 b",1,1,0,18.58164,74.99672,175.13892000,3.060,1125.3000000
"Kepler-374 d",1,3,0,10.29406,75.50719,5.02818253,,1265.6100000
"Kepler-939 b",1,1,0,12.58043,79.65084,14.87829600,1.750,2093.6200000
"Kepler-363 d",1,3,0,17.28360,71.05260,11.93208690,1.830,762.5960000
"Kepler-1206 b",1,1,0,12.60425,82.81438,1.21700038,,762.0190000
"Kepler-334 c",1,3,0,16.79191,77.79017,12.75801494,,426.5900000
"Kepler-337 c",1,2,0,14.98246,78.64292,9.69315566,1.760,677.9750000
"Kepler-1190 b",1,1,0,18.96771,79.57519,10.45844730,,342.5090000
"Kepler-1340 b",1,1,0,8.97851,76.33824,0.66502594,,981.7790000
"Kepler-1295 b",1,1,0,13.48868,77.56008,3.81371423,,1174.4600000
"Kepler-28 b",1,2,0,11.63869,74.88051,5.91226200,2.170,438.3590000
"Kepler-166 b",1,3,0,13.81924,81.14899,7.65024351,,603.5300000
"Kepler-169 d",1,5,0,15.17842,71.50909,8.34818817,1.910,406.5290000
"WASP-157 b",1,1,0,53.54342,317.68341,3.95169560,,334.0370000
"Kepler-512 b",1,1,0,10.85325,82.76100,34.43576000,2.300,467.3750000
"Kepler-1577 b",1,1,0,13.37521,79.87524,6.30560241,,510.0290000
"Kepler-1429 b",1,1,0,18.59367,79.23022,4.48487493,1.190,1214.0900000
"Kepler-327 c",1,3,0,12.04240,76.56618,5.21231585,1.240,241.9870000
"Kepler-1140 b",1,1,0,20.21553,76.26770,24.08595566,,656.4800000
"Kepler-146 c",1,2,0,8.60743,72.21386,76.73245560,,716.7970000
"Kepler-416 c",1,2,0,10.60929,71.75799,12.20948280,,690.8190000
"Kepler-169 f",1,5,0,15.17842,71.50909,87.09059940,3.120,406.5290000
"Kepler-377 b",1,2,0,7.71950,72.72786,12.50945250,1.500,823.8040000
"Kepler-1614 b",1,1,0,19.14605,79.84006,3.94660745,,1191.1900000
"HD 63433 c",1,2,0,24.14746,193.28189,20.54591300,2.636,22.4035000
"HATS-71 b",1,1,0,-55.32527,300.69263,3.79551100,10.058,140.2250000
"Kepler-66 b",1,1,0,12.35796,79.37647,17.81596890,,1202.9600000
"Kepler-1111 b",1,1,0,11.04670,79.05989,8.79610307,,841.5360000
"LHS 1140 b",1,2,0,-78.05159,115.40542,24.73712000,1.430,14.9861000
"LHS 1140 b",1,2,0,-78.05159,115.40542,24.73694000,1.635,14.9861000
"Kepler-303 b",1,2,0,18.16052,73.34339,1.93703207,0.950,209.7380000
"Kepler-76 b",1,1,0,8.97802,73.05590,1.54492980,15.244,822.9600000
"Kepler-1626 b",1,1,0,7.95519,74.88682,4.13960513,,1368.8300000
"Kepler-52 c",1,3,0,18.08721,80.47826,16.38500000,1.930,321.5420000
"Kepler-132 e",2,4,0,17.26662,71.10178,110.28683856,,349.5490000
"K2-114 b",1,1,0,27.55072,213.24587,11.39100000,,475.7580000
"Kepler-591 b",1,1,0,17.97201,78.78638,81.16990000,2.900,785.1370000
"Kepler-1684 b",1,1,0,12.17404,79.03919,47.70525660,2.890,621.9960000
"Kepler-1187 b",1,1,0,13.51035,69.33061,18.87064068,2.330,1020.5300000
"Kepler-374 c",1,3,0,10.29406,75.50719,3.28280266,1.090,1265.6100000
"Kepler-250 b",1,3,0,14.04353,75.65661,4.14808732,1.120,760.5850000
"Kepler-1356 b",1,1,0,12.74707,75.25718,0.63400294,1.530,845.2280000
"Kepler-1388 c",1,4,0,19.23230,76.88378,,1.895,453.7950000
"Kepler-326 d",1,3,0,11.83690,78.86026,6.76688800,1.210,487.6750000
"Kepler-1464 b",1,2,0,13.44295,69.85238,31.77875640,,1151.7300000
"Kepler-961 b",1,1,0,18.89889,73.02863,16.87734200,3.500,574.3140000
"Kepler-1544 b",1,1,0,11.56055,82.70924,168.81160000,1.790,335.0900000
"NGTS-12 b",1,1,0,25.30286,288.04232,7.53280600,11.747,446.4420000
"Kepler-653 b",1,2,0,19.80583,76.15849,14.70749512,2.040,595.6340000
"Kepler-9 b",1,3,0,14.48974,68.98012,19.27393800,8.280,628.2570000
"Kepler-220 d",1,4,0,13.97444,78.81162,28.12296000,0.880,171.1090000
"Kepler-1530 b",1,2,0,16.55153,79.07662,2.59039580,,489.8760000
"Kepler-706 b",1,1,0,11.67494,74.30997,41.40831347,11.710,886.6670000
"Kepler-228 c",1,3,0,11.67615,81.50262,4.13443005,3.020,1644.6100000
"Kepler-407 b",1,2,0,18.38300,79.95374,0.66930969,1.210,338.3680000
"K2-240 c",1,2,0,33.63940,343.89130,20.52300000,1.800,72.9105000
"Kepler-1454 b",1,1,0,19.22697,78.74817,47.03204780,1.980,780.5660000
"Kepler-1241 b",1,1,0,8.16713,72.16176,18.55251620,2.530,968.7220000
"Kepler-106 c",1,4,0,7.00333,79.67079,13.57078281,2.640,444.3220000
"HD 189733 b",2,1,0,-3.92282,60.96214,2.21857567,12.666,19.7638000
"Kepler-1566 b",1,1,0,16.73832,70.45590,0.53991503,0.820,466.5860000
"Kepler-226 c",1,3,0,13.85946,79.98836,5.34956900,2.370,980.1380000
"Kepler-149 d",1,3,0,14.28192,69.05421,160.01720000,7.310,571.0340000
"K2-124 b",1,1,0,36.72574,203.23147,6.41353900,2.640,140.3850000
"Kepler-1073 c",1,2,0,8.35401,71.80378,4.02582254,1.380,809.8970000
"Kepler-848 b",1,1,0,13.71305,81.12202,6.91130100,1.400,1378.4700000
"Kepler-1369 b",1,1,0,15.32601,71.46339,25.87314800,2.990,1236.5600000
"Kepler-147 c",1,2,0,13.05555,70.40788,33.41800000,2.270,1042.0200000
"Kepler-200 b",1,2,0,16.40754,71.33871,8.59481851,,665.9120000
"Kepler-219 d",1,3,0,15.64895,77.88787,47.90342700,,787.0700000
"Kepler-202 b",1,2,0,17.44261,71.00646,4.06942564,1.530,285.1110000
"Kepler-212 c",1,2,0,14.94551,74.11519,31.80474045,2.370,687.1940000
"KOI-94 b",2,4,0,7.98316,76.22605,3.74324500,1.730,477.0520000
"Kepler-1400 b",1,1,0,16.72230,75.93397,9.06687613,1.900,752.2370000
"Kepler-281 b",1,2,0,11.41339,77.66929,14.64627064,2.330,1745.4500000
"Kepler-693 b",2,1,0,16.89476,70.14768,15.37562369,,1151.5100000
"Kepler-347 b",1,2,0,16.35836,80.44858,12.79830440,1.990,1298.8800000
"Kepler-1511 b",1,1,0,14.42583,74.39302,23.23855870,,1475.6000000
"Kepler-1059 b",1,1,0,13.28303,73.25895,3.76417012,1.700,713.1670000
"HAT-P-8 b",3,1,0,-21.38256,97.14496,,,211.5530000
"Kepler-1065 c",1,2,0,8.36975,72.43430,2.37030743,1.560,1122.4800000
"K2-83 c",1,2,0,-27.51381,175.58174,9.99744200,2.110,125.5290000
"Kepler-208 d",1,4,0,10.52882,75.56386,11.13179010,1.470,775.3280000
"HD 63433 c",1,2,0,24.14746,193.28189,20.54530000,2.670,22.4035000
"Kepler-39 b",1,1,0,10.23403,79.75961,21.08719422,14.770,1057.4100000
"Kepler-828 b",1,1,0,15.17564,73.25742,0.56785648,,575.3220000
"Kepler-244 c",1,3,0,14.86746,73.20300,9.76734365,2.000,1036.4900000
"Kepler-329 b",1,2,0,8.43218,79.85386,7.41634311,1.360,439.7190000
"Kepler-42 d",1,3,0,12.54674,76.91718,1.86511419,,40.0595000
"Kepler-538 b",2,1,0,11.64093,83.14184,81.73780699,2.130,155.9560000
"Kepler-1523 b",1,1,0,10.68975,79.26918,0.93875077,1.550,865.5960000
"Kepler-1526 b",1,1,0,14.99911,69.27852,3.90863200,2.310,555.5740000
"Kepler-197 c",2,4,0,13.35928,83.30414,10.34971385,1.260,330.5750000
"Kepler-184 b",1,3,0,12.04501,75.41102,10.68754900,2.900,610.3260000
"Kepler-744 b",1,1,0,11.06166,80.63242,12.06222962,1.620,449.9640000
"Kepler-185 b",1,2,0,18.69333,73.39808,1.63291642,,466.7350000
"Kepler-197 e",2,4,0,13.35928,83.30414,25.21001460,,330.5750000
"Kepler-513 b",1,1,0,19.14384,80.17765,28.86236571,,468.2580000
"Kepler-1682 b",1,1,0,9.09849,72.93853,14.83339324,3.470,1159.8500000
"Kepler-594 b",1,1,0,16.70050,80.81553,13.64617478,,769.2000000
"BD-13 2130 b",1,1,0,3.53127,230.52055,714.30000000,,925.2140000
"GJ 357 b",1,3,0,22.08045,253.88843,3.93079200,1.305,9.4418100
"HD 50554 b",1,1,0,11.46926,191.41044,1224.00000000,,31.1664000
"K2-9 b",1,1,0,58.53482,269.75814,18.44980000,2.250,82.9631000
"K2-21 b",1,2,0,-57.17935,48.93602,9.32514980,1.890,83.6448000
"HD 66428 b",1,1,0,15.41735,222.42686,2263.12000000,,53.2817000
"Kepler-535 b",1,1,0,12.20039,82.92057,4.90334900,2.350,685.5990000
"Kepler-259 c",1,2,0,15.92400,77.59990,36.92495310,2.710,1002.1400000
"HD 10180 f",1,6,0,-55.69407,292.80544,122.74400000,,38.9607000
"Kepler-1223 b",1,1,0,17.03433,74.80477,16.30125900,1.310,459.9570000
"Kepler-1143 c",1,2,0,13.61425,70.37703,210.63059100,3.210,555.1890000
"Kepler-334 d",1,3,0,16.79191,77.79017,25.09852783,1.390,426.5900000
"Kepler-732 b",1,2,0,18.56374,75.77244,9.46782762,,174.8260000
"LP 791-18 c",1,2,0,39.10605,268.56582,4.98996300,2.310,26.4927000
"Kepler-672 b",1,1,0,14.92472,81.29888,38.37746230,2.700,1033.9300000
"Kepler-178 b",1,3,0,16.73486,77.56786,9.57669400,2.900,716.0250000
"Kepler-299 c",1,4,0,19.77727,78.26193,6.88595434,,1052.2400000
"Kepler-226 c",1,3,0,13.85946,79.98836,5.34955671,2.890,980.1380000
"Kepler-53 d",1,3,0,11.95055,72.60483,9.75192101,,1366.0700000
"Kepler-23 b",1,3,0,13.45799,82.01371,7.10694385,1.880,835.7560000
"Kepler-59 b",1,2,0,16.67763,77.30341,11.86817070,1.100,1163.2200000
"Kepler-306 d",1,4,0,13.29617,72.02081,17.32668599,2.270,775.6790000
"Kepler-251 c",1,4,0,9.55133,77.90710,16.51395000,3.600,924.6250000
"Kepler-279 d",1,3,0,14.72413,73.14702,54.39950000,3.100,1037.4000000
"Kepler-718 b",1,1,0,7.37548,78.46264,2.05234988,,1302.3300000
"Kepler-202 b",1,2,0,17.44261,71.00646,4.06942539,,285.1110000
"Kepler-741 b",1,1,0,15.15521,77.94558,7.03902374,2.970,1661.8700000
"Kepler-235 b",1,4,0,14.47665,69.97316,3.34021995,2.180,428.0180000
"HD 218566 b",1,1,0,-55.10884,74.01673,225.70000000,,28.8274000
"Kepler-487 c",1,2,0,8.99914,74.88508,38.65154000,2.300,872.3430000
"Kepler-953 b",1,2,0,14.64718,75.92390,88.40655258,4.270,258.8930000
"Kepler-50 b",1,2,0,17.29263,80.87004,7.81251240,2.200,250.1100000
"Kepler-1421 b",1,1,0,17.66824,79.03594,6.91241288,,783.4010000
"Kepler-389 c",1,2,0,12.83567,77.09593,14.51230990,1.450,816.5590000
"Kepler-534 b",1,1,0,12.21263,82.73358,15.95995611,2.270,570.6590000
"Kepler-122 c",1,5,0,11.23653,72.26222,12.46607100,4.700,1027.4500000
"Kepler-1453 b",1,1,0,17.73532,78.33698,47.16123646,,1196.0400000
"Kepler-376 b",1,2,0,10.20893,71.03282,4.92031217,0.950,923.0670000
"Kepler-326 c",1,3,0,11.83690,78.86026,4.58034616,1.380,487.6750000
"Kepler-910 b",1,1,0,9.22798,76.51187,2.36432000,0.770,400.2890000
"Kepler-134 c",1,2,0,19.16689,79.63268,10.10575303,1.630,334.7970000
"Kepler-1544 b",1,1,0,11.56055,82.70924,168.80998904,,335.0900000
"Kepler-295 d",1,3,0,17.29955,75.61222,33.88451892,,1699.1900000
"Kepler-422 b",1,1,0,19.40569,75.86260,7.89144884,,722.7950000
"Kepler-1581 b",1,1,0,13.69395,70.69427,6.28377223,,493.1750000
"K2-33 b",1,1,0,23.10048,354.42038,5.42240000,,139.2680000
"Kepler-186 c",1,5,0,8.17058,78.51990,7.26730117,1.280,177.5940000
"Kepler-1325 b",1,1,0,16.30493,72.33509,33.87892126,,973.3680000
"HD 160691 e",1,4,0,-11.49850,340.05994,307.47500000,,15.5981000
"Kepler-1489 b",1,1,0,19.67833,73.67390,82.29435759,,1283.0500000
"K2-27 b",3,1,0,56.98688,261.02749,6.77140210,4.680,249.6450000
"51 Eri b",3,1,0,-30.65764,198.61297,11688.00000000,,29.7575000
"rho CrB b",1,2,0,48.92412,53.48367,39.64500000,,17.4671000
"HD 104985 b",1,1,0,39.91754,126.32086,198.20000000,,100.5760000
"HD 181433 d",1,3,0,-28.04356,329.51487,2468.46000000,,26.8762000
