pl_name,discoverymethod,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,disc_year
"Kepler-148 c","Transit",1,3,0,15.03000,78.27565,4.18004300,3.600,2014
"Kepler-132 b","Transit",2,4,0,17.26662,71.10178,6.17819600,1.210,2014
"Kepler-131 c","Transit",1,2,0,13.43665,72.32360,25.51690000,0.840,2014
"Kepler-133 c","Transit",1,2,0,11.13965,81.90697,31.51758600,2.840,2014
"Kepler-134 c","Transit",1,2,0,19.16689,79.63268,10.10578500,1.260,2014
"Kepler-142 b","Transit",1,3,0,12.48273,81.36992,2.02415200,1.990,2014
"Kepler-150 b","Transit",1,5,0,13.46754,71.83343,3.42805400,1.250,2014
"Kepler-153 c","Transit",1,2,0,20.14233,77.76651,46.90232000,2.530,2014
"TYC 1422-614-1 c","Radial Velocity",1,2,0,53.92308,216.62648,559.30000000,12.500,2014
"Kepler-266 b","Transit",1,2,0,10.89836,77.24742,6.61833000,2.480,2014
"Kepler-197 b","Transit",2,4,0,13.35928,83.30414,5.59930800,1.020,2014
"WASP-98 b","Transit",2,1,0,-50.50277,234.93391,2.96264036,12.823,2014
"Kepler-293 b","Transit",1,2,0,15.51005,73.03773,19.25419600,3.070,2014
"Kepler-275 d","Transit",1,3,0,9.64684,71.44115,35.67606200,3.330,2014
"Kepler-280 c","Transit",1,2,0,12.02527,74.40417,4.80709100,2.010,2014
"Kepler-282 c","Transit",1,4,0,17.53304,74.87605,13.63872300,1.200,2014
"Kepler-283 b","Transit",1,2,0,13.09313,80.32004,11.00815100,2.130,2014
"Kepler-295 d","Transit",1,3,0,17.29955,75.61222,33.88405400,1.360,2014
"Kepler-289 c","Transit",1,3,0,8.38649,77.14669,125.85180000,11.590,2014
"Kepler-293 c","Transit",1,2,0,15.51005,73.03773,54.15574300,3.830,2014
"Kepler-302 b","Transit",1,2,0,10.75802,76.70486,30.18410400,4.060,2014
"Kepler-294 b","Transit",1,2,0,16.23218,76.83914,3.70121200,1.770,2014
"Kepler-295 c","Transit",1,3,0,17.29955,75.61222,21.52625800,1.170,2014
"Kepler-290 c","Transit",1,2,0,15.58121,73.31632,36.77031000,2.700,2014
"Kepler-291 b","Transit",1,2,0,14.46537,73.53715,3.54651100,2.160,2014
"Kepler-298 b","Transit",1,3,0,19.96081,78.47034,10.47546400,1.960,2014
"Kepler-311 c","Transit",1,2,0,20.02263,76.49308,19.73828600,1.430,2014
"Kepler-423 b","Transit",1,1,0,12.92101,78.75260,2.68432850,13.361,2014
"Kepler-392 c","Transit",1,2,0,14.34264,74.64383,10.42311800,1.100,2014
"Kepler-334 d","Transit",1,3,0,16.79191,77.79017,25.09849000,1.410,2014
"Kepler-335 c","Transit",1,2,0,10.49531,78.91530,67.84446900,3.070,2014
"Kepler-336 d","Transit",1,3,0,12.43412,73.24044,20.67877200,2.370,2014
"Kepler-337 c","Transit",1,2,0,14.98246,78.64292,9.69320100,2.050,2014
"Kepler-339 d","Transit",1,3,0,13.51572,80.80071,10.55834500,1.170,2014
"Kepler-342 b","Transit",1,4,0,13.17723,79.00786,15.17031800,2.250,2014
"Kepler-343 c","Transit",1,2,0,11.75702,74.82498,23.22182000,2.020,2014
"Kepler-344 c","Transit",1,2,0,13.11310,78.58093,125.59680900,2.950,2014
"Kepler-357 d","Transit",1,3,0,12.91325,76.04453,49.49987500,3.430,2014
"Kepler-348 b","Transit",1,2,0,7.37141,75.01850,7.05677000,1.520,2014
"Kepler-349 c","Transit",1,2,0,11.61671,77.38633,12.24762900,1.960,2014
"Kepler-323 b","Transit",1,2,0,10.24008,70.69550,1.67832700,1.430,2014
"Kepler-332 d","Transit",1,3,0,17.20394,77.95395,34.21154000,1.180,2014
"Kepler-377 c","Transit",1,2,0,7.71950,72.72786,27.01497600,2.060,2014
"Kepler-355 b","Transit",1,2,0,16.04522,73.26258,11.03189000,1.460,2014
"Kepler-355 c","Transit",1,2,0,16.04522,73.26258,25.76229400,2.710,2014
"Kepler-350 b","Transit",1,3,0,15.11288,70.17289,11.18956200,1.850,2014
"Kepler-341 d","Transit",1,4,0,13.59083,75.11189,27.66631300,1.850,2014
"Kepler-345 c","Transit",1,2,0,11.26477,79.12551,9.38742700,1.200,2014
"Kepler-427 b","Transit",1,1,0,14.74789,74.83939,10.29099400,13.790,2014
"Kepler-373 b","Transit",1,2,0,16.74464,81.74030,5.53530900,1.360,2014
"Kepler-373 c","Transit",1,2,0,16.74464,81.74030,16.72594800,1.240,2014
"Kepler-371 b","Transit",1,2,0,9.81839,71.51474,34.76327800,1.890,2014
"Kepler-383 b","Transit",1,2,0,10.37328,70.89567,12.90453200,1.320,2014
"Kepler-383 c","Transit",1,2,0,10.37328,70.89567,31.20075100,1.240,2014
"Kepler-365 b","Transit",1,2,0,12.48135,82.11766,10.66490300,2.040,2014
"Kepler-404 b","Transit",1,2,0,16.60325,75.87463,11.82985100,1.270,2014
"Kepler-387 b","Transit",1,2,0,15.81604,76.56610,6.79163600,1.030,2014
"Kepler-387 c","Transit",1,2,0,15.81604,76.56610,11.83754900,0.890,2014
"Kepler-388 b","Transit",1,2,0,17.36479,74.73194,3.17331500,0.810,2014
"Kepler-388 c","Transit",1,2,0,17.36479,74.73194,13.29700400,0.860,2014
"Kepler-354 d","Transit",1,3,0,15.51241,71.83164,24.20984200,1.240,2014
"Kepler-414 b","Transit Timing Variations",1,2,0,10.70429,82.06217,4.70000000,1.710,2014
"Kepler-418 b","Transit",1,1,0,8.21752,72.01795,86.67856000,13.450,2014
"Kepler-37 e","Transit Timing Variations",1,4,0,17.84364,74.43727,51.19600000,0.370,2014
"Kepler-421 b","Transit",1,1,0,18.57615,74.78908,704.19840000,4.160,2014
"Kepler-369 c","Transit",1,2,0,13.08730,80.40251,14.87157200,1.410,2014
"Kepler-358 c","Transit",1,2,0,13.51730,80.61347,83.48836900,2.850,2014
"Kepler-285 b","Transit",1,2,0,14.53536,79.87396,2.63386700,1.340,2014
"Kepler-287 b","Transit",1,2,0,14.97247,80.09807,20.34219900,2.330,2014
"Kepler-288 b","Transit",1,3,0,12.60684,71.19269,6.09732600,1.670,2014
"Kepler-150 e","Transit",1,5,0,13.46754,71.83343,30.82655700,3.120,2014
"Kepler-244 d","Transit",1,3,0,14.86746,73.20300,20.05040100,2.310,2014
"Kepler-359 c","Transit",1,3,0,10.76968,75.05892,57.68802000,4.300,2014
"Kepler-385 b","Transit",1,3,0,13.76677,82.84035,10.04368600,2.730,2014
"Kepler-398 c","Transit",1,3,0,11.16571,72.74600,11.41941200,1.010,2014
"Kepler-374 d","Transit",1,3,0,10.29406,75.50719,5.02821900,1.310,2014
"Kepler-46 d","Transit",1,3,0,13.62366,74.11380,6.76658900,1.640,2014
"Kepler-273 c","Transit",1,2,0,14.43623,79.50293,8.01492700,1.980,2014
"Kepler-275 c","Transit",1,3,0,9.64684,71.44115,16.08813400,3.380,2014
"Kepler-274 c","Transit",1,2,0,9.32128,71.56815,33.19786100,1.840,2014
"Kepler-97 c","Radial Velocity",1,2,0,17.25653,79.35114,789.00000000,,2014
"Kepler-80 d","Transit",1,6,0,7.85257,74.08669,3.07222000,1.530,2014
"Kepler-55 d","Transit",1,5,0,16.92531,74.25808,2.21109900,1.590,2014
"Kepler-94 b","Transit",1,2,0,20.71013,76.71253,2.50806000,3.510,2014
"Kepler-84 f","Transit",1,5,0,6.68858,75.35385,44.55216900,2.200,2014
"CoRoT-24 c","Transit",1,2,0,-2.52763,215.81744,11.75900000,5.000,2014
"Kepler-256 e","Transit",1,4,0,12.96405,78.39607,10.68157200,2.350,2014
"HD 114613 b","Radial Velocity",1,1,0,24.88937,307.41772,4000.00000000,13.100,2014
"HD 141399 c","Radial Velocity",1,4,0,50.45641,74.98872,201.99000000,13.600,2014
"WASP-99 b","Transit",1,1,0,-59.18287,268.16257,5.75251000,11.433,2014
"WASP-68 b","Transit",2,1,0,-27.94726,24.36937,5.08430000,14.796,2014
"GJ 682 b","Radial Velocity",1,2,0,-6.63429,345.98060,17.47800000,1.930,2014
"WASP-117 b","Transit",1,1,0,-60.52943,271.16031,10.02165000,11.882,2014
"Kepler-117 b","Transit",1,2,0,16.11474,79.12533,18.79592280,8.059,2014
"Kepler-110 b","Transit",1,2,0,13.83649,80.82269,12.69111200,1.830,2014
"Kepler-117 c","Transit",1,2,0,16.11474,79.12533,50.79039100,12.341,2014
"Kepler-110 c","Transit",1,2,0,13.83649,80.82269,31.71977500,2.210,2014
"Kepler-281 c","Transit",1,2,0,11.41339,77.66929,36.33737300,5.310,2014
"Kepler-272 d","Transit",1,3,0,9.70399,81.87731,10.93730400,2.250,2014
"Kepler-296 b","Transit",2,5,0,18.01445,79.90117,10.86438400,1.610,2014
"Kepler-299 e","Transit",1,4,0,19.77727,78.26193,38.28548900,1.870,2014
"Kepler-304 b","Transit",1,4,0,9.24910,73.98630,3.29570900,2.860,2014
"Kepler-319 c","Transit",1,3,0,12.75373,71.32161,6.94135700,2.630,2014
"Kepler-172 d","Transit",1,4,0,17.34751,71.60688,14.62711900,2.250,2014
"Kepler-176 d","Transit",1,4,0,10.63645,77.02616,25.75197400,2.510,2014
"Kepler-179 c","Transit",1,2,0,10.05858,81.86816,6.40013000,2.000,2014
"Kepler-318 b","Transit",1,2,0,9.68715,80.95199,4.66271500,4.710,2014
"Kepler-181 c","Transit",1,2,0,12.62270,83.15616,4.30214900,1.990,2014
"Kepler-296 c","Transit",2,5,0,18.01445,79.90117,5.84163660,2.000,2014
"Kepler-319 d","Transit",1,3,0,12.75373,71.32161,31.78192500,2.290,2014
"Kepler-318 c","Transit",1,2,0,9.68715,80.95199,11.81500700,3.680,2014
"Kepler-317 c","Transit",1,2,0,8.18819,72.81063,8.77501000,1.720,2014
"Kepler-213 c","Transit",1,2,0,13.45626,76.50700,4.82296200,2.340,2014
"Kepler-319 b","Transit",1,3,0,12.75373,71.32161,4.36270500,1.630,2014
"Kepler-316 c","Transit",1,2,0,13.25897,76.07606,6.82776600,1.160,2014
"Kepler-390 b","Transit",2,2,0,11.43915,73.59209,6.73808800,0.820,2014
"Kepler-374 c","Transit",1,3,0,10.29406,75.50719,3.28280700,1.100,2014
"Kepler-378 c","Transit",1,2,0,11.65227,79.45806,28.90600900,0.700,2014
"Kepler-279 b","Transit",1,3,0,14.72413,73.14702,12.30968100,3.620,2014
"Kepler-346 b","Transit",1,2,0,15.85796,77.06755,6.51112700,2.660,2014
"Kepler-48 d","Transit",1,4,0,6.33882,76.08999,42.89610000,2.040,2014
"Kepler-283 c","Transit",1,2,0,13.09313,80.32004,92.74371100,1.820,2014
"Kepler-58 d","Transit",1,3,0,7.26637,73.41902,40.10137100,2.940,2014
"Kepler-284 c","Transit",1,2,0,13.32739,80.07785,37.51445600,2.610,2014
"Kepler-85 e","Transit",1,4,0,13.63209,77.15239,25.21675100,1.270,2014
"NGC 2682 YBP 1194 b","Radial Velocity",1,1,0,31.83866,215.64575,6.95900000,12.300,2014
"OGLE-2008-BLG-092L b","Microlensing",2,1,0,-3.78643,355.58019,,8.740,2014
"Kepler-93 c","Radial Velocity",1,2,0,10.45836,71.20378,1460.00000000,,2014
"Kepler-96 b","Transit",1,1,0,7.48242,74.92809,16.23850000,2.670,2014
"Kepler-85 d","Transit",1,4,0,13.63209,77.15239,17.91323000,1.200,2014
"CoRoT-27 b","Transit",1,1,0,6.39649,35.89455,3.57532000,11.287,2014
"Kepler-97 b","Transit",1,2,0,17.25653,79.35114,2.58664000,1.480,2014
"NGC 2682 Sand 364 b","Radial Velocity",1,1,0,31.55047,215.64762,121.71000000,12.700,2014
"GJ 832 c","Radial Velocity",1,2,0,-46.34872,349.16814,35.68000000,2.180,2014
"OGLE-2013-BLG-0341L B b","Microlensing",2,1,0,-1.68315,359.94991,,1.160,2014
"TYC 1422-614-1 b","Radial Velocity",1,2,0,53.92308,216.62648,198.40000000,13.300,2014
"Kepler-157 b","Transit",1,3,0,10.77283,71.27591,1.73234200,1.320,2014
"Kepler-55 e","Transit",1,5,0,16.92531,74.25808,4.61753400,1.550,2014
"Kepler-339 c","Transit",1,3,0,13.51572,80.80071,6.98805500,1.150,2014
"Kepler-341 c","Transit",1,4,0,13.59083,75.11189,8.01041000,1.700,2014
"Kepler-51 d","Transit",1,3,0,12.36242,83.11258,130.19400000,9.700,2014
"Kepler-359 b","Transit",1,3,0,10.76968,75.05892,25.56322200,3.530,2014
"Kepler-382 c","Transit",1,2,0,8.83576,80.36831,12.16270100,1.590,2014
"Kepler-386 c","Transit",1,2,0,15.72041,80.03966,25.19345800,1.580,2014
"Kepler-55 f","Transit",1,5,0,16.92531,74.25808,10.19854500,1.590,2014
"Kepler-412 b","Transit",1,1,0,16.16610,74.18899,1.72086040,15.031,2014
"HIP 97233 b","Radial Velocity",1,1,0,-12.37095,38.57804,1058.80000000,12.100,2014
"Kepler-124 c","Transit",1,3,0,17.75101,79.58850,13.82137500,1.750,2014
"Kepler-115 c","Transit",1,2,0,9.40002,79.33273,8.99088900,2.600,2014
"Kepler-122 b","Transit",1,5,0,11.23653,72.26222,5.76619300,2.340,2014
"Kepler-116 b","Transit",1,2,0,10.44221,76.76629,5.96873400,3.420,2014
"Kepler-101 c","Transit",1,2,0,19.67348,78.04679,6.02976000,1.250,2014
"Kepler-104 d","Transit",2,3,0,14.56786,73.18543,51.75539400,3.580,2014
"Kepler-107 e","Transit",1,4,0,11.23255,81.72606,14.74914300,2.903,2014
"Kepler-108 c","Transit",2,2,0,11.71993,78.99024,190.32349400,8.180,2014
"Kepler-136 c","Transit",2,2,0,8.88790,76.53433,16.39923500,1.990,2014
"Kepler-112 b","Transit",1,2,0,8.85504,77.25979,8.40887800,2.360,2014
"Kepler-139 b","Transit",1,2,0,18.74477,73.37771,15.77104400,2.940,2014
"Kepler-146 b","Transit",1,2,0,8.60743,72.21386,31.15879900,3.710,2014
"Kepler-135 b","Transit",1,2,0,11.15868,70.99230,6.00253000,1.810,2014
"Kepler-119 b","Transit",1,2,0,9.25285,76.40109,2.42208200,3.600,2014
"Kepler-141 b","Transit",1,2,0,10.44986,81.60929,3.10767500,0.690,2014
"Kepler-141 c","Transit",1,2,0,10.44986,81.60929,7.01060600,1.410,2014
"Kepler-142 c","Transit",1,3,0,12.48273,81.36992,4.76170200,2.860,2014
"Kepler-120 b","Transit",1,2,0,13.21918,70.61567,6.31250100,2.150,2014
"Kepler-138 b","Transit",1,3,0,13.17249,75.10743,10.31260000,0.522,2014
"Kepler-124 b","Transit",1,3,0,17.75101,79.58850,3.41049300,0.730,2014
"Kepler-124 d","Transit",1,3,0,17.75101,79.58850,30.95085100,1.110,2014
"Kepler-109 c","Transit",1,2,0,11.87795,72.32578,21.22270000,2.520,2014
"Kepler-140 b","Transit",1,2,0,16.51644,77.51619,3.25427000,1.610,2014
"Kepler-103 c","Transit",1,2,0,12.75709,71.65202,179.61200000,5.140,2014
"Kepler-104 b","Transit",2,3,0,14.56786,73.18543,11.42754800,3.100,2014
"Kepler-107 b","Transit",1,4,0,11.23255,81.72606,3.18002180,1.536,2014
"Kepler-125 c","Transit",1,2,0,10.21915,81.59299,5.77446400,0.740,2014
"Kepler-172 b","Transit",1,4,0,17.34751,71.60688,2.94030900,2.350,2014
"Kepler-173 c","Transit",1,2,0,9.73401,75.24790,8.00577700,2.430,2014
"Kepler-174 d","Transit",1,3,0,15.33905,74.71852,247.35373000,2.190,2014
"Kepler-178 b","Transit",1,3,0,16.73486,77.56786,9.57669400,2.900,2014
"Kepler-178 c","Transit",1,3,0,16.73486,77.56786,20.55280200,2.880,2014
"Kepler-159 c","Transit",1,2,0,7.65134,75.22984,43.59579200,3.410,2014
"Kepler-184 c","Transit",1,3,0,12.04501,75.41102,20.30300500,1.970,2014
"Kepler-183 c","Transit",1,2,0,9.28857,72.54342,11.63707100,2.270,2014
"Kepler-191 b","Transit",1,3,0,13.51221,77.24720,9.93963200,1.340,2014
"Kepler-194 b","Transit",1,3,0,14.09794,79.85362,2.09228100,1.510,2014
"Kepler-194 d","Transit",1,3,0,14.09794,79.85362,52.81497300,2.400,2014
"Kepler-197 c","Transit",2,4,0,13.35928,83.30414,10.34969500,1.230,2014
"Kepler-105 c","Transit",1,2,0,15.99895,77.18475,7.12620000,1.310,2014
"Kepler-218 b","Transit",1,3,0,11.28870,79.45283,3.61933700,1.480,2014
"Kepler-218 c","Transit",1,3,0,11.28870,79.45283,44.69957600,3.140,2014
"Kepler-219 b","Transit",1,3,0,15.64895,77.88787,4.58551200,2.950,2014
"Kepler-220 e","Transit",1,4,0,13.97444,78.81162,45.90273300,1.330,2014
"GJ 160.2 b","Radial Velocity",1,1,0,-45.26015,215.87260,5.23540000,3.170,2014
"GJ 682 c","Radial Velocity",1,2,0,-6.63429,345.98060,57.32000000,2.890,2014
"Kepler-102 b","Transit",1,5,0,20.43475,76.48359,5.28696000,0.470,2014
"Kepler-102 c","Transit",1,5,0,20.43475,76.48359,7.07142000,0.580,2014
"Kepler-100 b","Transit",1,3,0,11.94515,74.22764,6.88705000,1.320,2014
"Kepler-102 f","Transit",1,5,0,20.43475,76.48359,27.45360000,0.880,2014
"Kepler-379 c","Transit",1,2,0,7.63044,73.01937,62.78469700,2.290,2014
"Kepler-226 d","Transit",1,3,0,13.85946,79.98836,8.10904400,1.220,2014
"Kepler-361 c","Transit",1,2,0,10.66734,80.33800,55.18802300,2.520,2014
"Kepler-415 b","Transit Timing Variations",1,2,0,8.78533,72.03695,4.17600000,1.210,2014
"Kepler-312 b","Transit",1,2,0,7.58260,77.11923,1.77241900,1.290,2014
"Kepler-314 c","Transit",1,2,0,9.80545,75.42939,5.96039200,2.900,2014
"Kepler-315 b","Transit",1,2,0,8.27018,77.77232,96.10114100,3.770,2014
"Kepler-316 b","Transit",1,2,0,13.25897,76.07606,2.24050800,1.060,2014
"Kepler-320 c","Transit",1,2,0,12.60394,78.66510,17.93493700,1.370,2014
"Kepler-399 b","Transit",1,3,0,5.96067,75.99132,14.42528100,0.960,2014
"Kepler-402 b","Transit",1,4,0,14.53038,74.54275,4.02875100,1.220,2014
"Kepler-402 d","Transit",1,4,0,14.53038,74.54275,8.92109900,1.380,2014
"Kepler-402 e","Transit",1,4,0,14.53038,74.54275,11.24286100,1.460,2014
"Kepler-406 b","Transit",1,2,0,12.93656,77.12390,2.42629000,1.430,2014
"Kepler-407 c","Radial Velocity",1,2,0,18.38300,79.95374,3000.00000000,12.300,2014
"Kepler-49 d","Transit",1,4,0,10.71393,73.25730,2.57654900,1.600,2014
"Kepler-425 b","Transit",1,1,0,12.02393,72.57481,3.79701816,10.962,2014
"Kepler-428 b","Transit",1,1,0,11.87482,72.65879,3.52563254,12.110,2014
"Kepler-53 d","Transit",1,3,0,11.95055,72.60483,9.75196200,2.120,2014
"MOA-2011-BLG-262L b","Microlensing",1,1,0,-3.92442,359.63064,,4.290,2014
"Kepler-95 b","Transit",1,1,0,17.51848,74.43259,11.52310000,3.420,2014
"Kepler-99 b","Transit",2,1,0,7.67792,75.71488,4.60358000,1.480,2014
"CoRoT-24 b","Transit",1,2,0,-2.52763,215.81744,5.11340000,3.700,2014
"WASP-69 b","Transit",1,1,0,-30.82613,43.85785,3.86814000,12.442,2014
"WASP-70 A b","Transit",2,1,0,-34.92739,35.19027,3.71302030,13.047,2014
"Kepler-223 b","Transit",1,4,0,10.02398,81.32513,7.38449000,2.990,2014
"Kepler-223 c","Transit",1,4,0,10.02398,81.32513,9.84564000,3.440,2014
"Kepler-202 c","Transit",1,2,0,17.44261,71.00646,16.28249300,1.850,2014
"Kepler-264 b","Transit",1,2,0,9.43386,70.25469,40.80623100,3.330,2014
"Kepler-167 c","Transit",2,4,0,9.44486,71.35329,7.40611400,1.548,2014
"Kepler-213 b","Transit",1,2,0,13.45626,76.50700,2.46236000,1.620,2014
"Kepler-278 c","Transit",1,2,0,11.39023,70.77221,51.07877500,3.590,2014
"Kepler-280 b","Transit",1,2,0,12.02527,74.40417,2.13954200,1.450,2014
"Kepler-264 c","Transit",1,2,0,9.43386,70.25469,140.10126100,2.830,2014
"Kepler-231 b","Transit",1,2,0,14.06137,82.91642,10.06527500,1.730,2014
"Kepler-233 c","Transit",1,2,0,13.06442,84.33493,60.41895500,2.710,2014
"Kepler-223 e","Transit",1,4,0,10.02398,81.32513,19.72567000,4.600,2014
"Kepler-168 b","Transit",1,2,0,8.72341,73.42971,4.42539100,1.460,2014
"Kepler-233 b","Transit",1,2,0,13.06442,84.33493,8.47238200,2.430,2014
"Kepler-235 d","Transit",1,4,0,14.47665,69.97316,20.06054800,2.050,2014
"Kepler-171 b","Transit",1,3,0,8.28120,75.89964,4.16697200,2.340,2014
"Kepler-185 c","Transit",1,2,0,18.69333,73.39808,20.72904200,2.020,2014
"Kepler-173 b","Transit",1,2,0,9.73401,75.24790,4.26374200,1.290,2014
"Kepler-194 c","Transit",1,3,0,14.09794,79.85362,17.30803200,2.590,2014
"Kepler-175 b","Transit",1,2,0,13.96113,75.39446,11.90351500,2.560,2014
"Kepler-175 c","Transit",1,2,0,13.96113,75.39446,34.03525700,3.100,2014
"Kepler-176 b","Transit",1,4,0,10.63645,77.02616,5.43307400,1.430,2014
"Kepler-222 d","Transit",1,3,0,16.24184,77.82550,28.08191200,3.690,2014
"Kepler-241 b","Transit",1,2,0,10.50791,73.89816,12.71809200,2.330,2014
"Kepler-180 b","Transit",1,2,0,12.80745,82.68811,13.81712400,1.500,2014
"Kepler-182 b","Transit",1,2,0,16.48159,81.84308,9.82579200,2.580,2014
"Kepler-251 b","Transit",1,4,0,9.55133,77.90710,4.79093600,1.330,2014
"Kepler-189 b","Transit",1,2,0,15.44130,75.20665,10.39993100,1.210,2014
"Kepler-192 c","Transit",1,3,0,15.71410,76.53877,21.22340000,2.790,2014
"Kepler-193 c","Transit",1,2,0,10.77346,80.09004,50.69749400,2.750,2014
"Kepler-201 c","Transit",1,2,0,10.12709,74.33875,151.88405800,2.850,2014
"Kepler-202 b","Transit",1,2,0,17.44261,71.00646,4.06942700,1.630,2014
"Kepler-204 b","Transit",1,2,0,15.95528,72.12006,14.40097400,2.530,2014
"Kepler-207 b","Transit",1,3,0,12.92920,73.94724,1.61186500,1.570,2014
"Kepler-287 c","Transit",1,2,0,14.97247,80.09807,44.85189600,3.260,2014
"Kepler-289 d","Transit",1,3,0,8.38649,77.14669,66.06340000,2.680,2014
"Kepler-225 b","Transit",1,2,0,13.78927,79.53972,6.73897500,1.200,2014
"Kepler-152 c","Transit",1,2,0,15.00096,72.79154,88.25505500,2.390,2014
"Kepler-163 b","Transit",1,2,0,11.87083,79.97327,7.81093700,1.050,2014
"Kepler-252 c","Transit",1,2,0,10.38166,77.95933,10.84846300,2.150,2014
"Kepler-170 b","Transit",1,2,0,16.47671,71.75047,7.93059200,3.200,2014
"Kepler-171 c","Transit",1,3,0,8.28120,75.89964,11.46346200,2.560,2014
"Kepler-253 b","Transit",1,3,0,12.89296,77.02002,3.78398600,1.630,2014
"Kepler-253 d","Transit",1,3,0,12.89296,77.02002,18.11986900,3.170,2014
"Kepler-162 c","Transit",1,2,0,8.91719,77.82088,19.44635500,3.030,2014
"Kepler-163 c","Transit",1,2,0,11.87083,79.97327,21.34726200,2.260,2014
"Kepler-164 d","Transit",1,3,0,16.58456,78.45857,28.98676900,2.450,2014
"Kepler-176 c","Transit",1,4,0,10.63645,77.02616,12.75971200,2.600,2014
"Kepler-178 d","Transit",1,3,0,16.73486,77.56786,96.67898800,3.950,2014
"Kepler-182 c","Transit",1,2,0,16.48159,81.84308,20.68434200,3.430,2014
"Kepler-186 f","Transit",1,5,0,8.17058,78.51990,129.94410000,1.170,2014
"Kepler-336 b","Transit",1,3,0,12.43412,73.24044,2.02482300,1.020,2014
"Kepler-326 c","Transit",1,3,0,11.83690,78.86026,4.58035800,1.400,2014
"Kepler-327 d","Transit",1,3,0,12.04240,76.56618,13.96945700,1.730,2014
"Kepler-338 c","Transit",1,4,0,17.24444,70.48314,24.31085600,2.340,2014
"Kepler-352 b","Transit",1,2,0,8.47197,80.79764,10.05537000,0.860,2014
"Kepler-352 c","Transit",1,2,0,8.47197,80.79764,16.33299500,1.240,2014
"Kepler-366 b","Transit",1,2,0,11.74957,82.45718,3.28195900,1.460,2014
"Kepler-353 c","Transit",2,2,0,8.22729,75.93297,8.41089400,1.380,2014
"Kepler-381 c","Transit",1,2,0,16.84340,74.07230,13.39163500,1.120,2014
"Kepler-368 c","Transit",1,2,0,13.09727,77.52235,72.37933400,3.880,2014
"Kepler-370 c","Transit",1,2,0,10.94288,73.50995,19.02293000,1.910,2014
"Kepler-371 c","Transit",1,2,0,9.81839,71.51474,67.96801500,1.780,2014
"Kepler-372 b","Transit",1,3,0,15.10953,80.96007,6.84969200,1.360,2014
"Kepler-376 c","Transit",1,2,0,10.20893,71.03282,14.17232700,1.790,2014
"Kepler-367 b","Transit",1,2,0,11.92128,83.40326,37.81572400,1.300,2014
"Kepler-393 b","Transit",1,2,0,13.57678,77.06756,9.18241700,1.290,2014
"Kepler-397 c","Transit",1,2,0,9.15365,76.13477,135.49852700,6.180,2014
"Kepler-381 b","Transit",1,2,0,16.84340,74.07230,5.62902100,0.990,2014
"Kepler-399 d","Transit",1,3,0,5.96067,75.99132,58.03461600,1.890,2014
"Kepler-400 c","Transit",1,2,0,11.58428,72.69190,17.34082400,1.490,2014
"Kepler-401 b","Transit",1,3,0,16.44236,82.17430,14.38303500,1.710,2014
"Kepler-403 c","Transit",1,3,0,14.89907,78.20628,54.28074900,1.750,2014
"Kepler-405 c","Transit",1,2,0,10.31603,70.89842,29.72668200,4.660,2014
"Kepler-408 b","Transit",1,1,0,18.73849,78.47517,2.46502000,0.820,2014
"Kepler-394 b","Transit",1,2,0,12.80293,83.72613,8.00501300,1.600,2014
"Kepler-394 c","Transit",1,2,0,12.80293,83.72613,12.13068600,1.660,2014
"Kepler-419 b","Transit",1,2,0,13.53223,83.93458,69.75460000,10.800,2014
"Kepler-395 c","Transit",1,2,0,11.95556,77.80798,34.98926200,1.320,2014
"Kepler-260 c","Transit",1,2,0,9.80681,70.78812,76.05017800,1.740,2014
"Kepler-261 b","Transit",1,2,0,10.02041,70.21850,10.38122700,2.180,2014
"Kepler-269 b","Transit",1,2,0,12.63923,73.64493,5.32671800,2.470,2014
